tripid,label
189809068,incorrect
189809038,correct
189809999,correct
189809777,correct
189811583,correct
189811025,correct
189809668,incorrect
189811128,correct
189812483,incorrect
189813198,correct
189813194,correct
189813678,correct
189814760,correct
189814325,correct
189813292,correct
189816551,correct
189818886,correct
189818513,correct
189819537,correct
189819731,correct
189820422,correct
189820627,correct
189820090,correct
189820141,incorrect
189821179,correct
189822398,correct
189823042,correct
189823297,correct
189824507,correct
189824423,correct
189825042,correct
189824910,correct
189825619,correct
189824704,incorrect
189826263,correct
189826824,correct
189829043,correct
189830989,correct
189826754,incorrect
189831314,correct
189829009,incorrect
189833955,correct
189835040,correct
189835514,correct
189836512,correct
189837423,correct
189838154,incorrect
189838846,correct
189839868,correct
189841958,correct
189843129,correct
189842817,correct
189842329,correct
189842520,correct
189847925,correct
189847880,correct
189849756,correct
189849281,correct
189851104,correct
189854689,correct
189854454,correct
189860299,correct
189859988,correct
189860329,correct
189861672,correct
189862013,correct
189861731,correct
189861728,incorrect
189862332,correct
189863092,correct
189860694,correct
189862518,correct
189863968,correct
189864368,correct
189865381,correct
189866414,correct
189868540,correct
189870435,correct
189870651,correct
189870455,incorrect
189870423,incorrect
189870678,correct
189871998,correct
189872301,correct
189872919,correct
189873231,correct
189874263,correct
189874720,correct
189876997,correct
189877805,correct
189876756,incorrect
189878377,correct
189877602,correct
189877959,correct
189879609,correct
189881284,correct
189882564,correct
189882220,correct
189883667,correct
189882959,correct
189883462,correct
189882657,correct
189884798,correct
189884926,correct
189884555,correct
189875023,correct
189887526,correct
189891450,correct
189888381,correct
189888672,correct
189889309,correct
189894385,correct
189892914,correct
189893586,incorrect
189897036,correct
189897728,correct
189898169,correct
189898468,correct
189897961,correct
189902967,correct
189909397,correct
189909317,correct
189912841,correct
189912861,correct
189915640,correct
189913059,correct
189918308,incorrect
189919496,correct
189917747,correct
189918467,correct
189923318,correct
189925207,correct
189926069,correct
189926118,correct
189929750,correct
189930094,correct
189928351,correct
189935771,correct
189935431,correct
189935649,correct
189936114,correct
189937818,correct
189937409,correct
189939321,correct
189938804,correct
189939543,correct
189941993,correct
189941720,correct
189943168,correct
189942771,correct
189945782,correct
189947225,correct
189948037,correct
189949121,correct
189948157,incorrect
189949442,correct
189949738,correct
189951639,correct
189951367,correct
189946179,incorrect
189951955,correct
189954085,correct
189954466,correct
189956744,correct
189959614,incorrect
189959829,correct
189960496,incorrect
189960712,correct
189960897,correct
189961807,correct
189964081,correct
189966595,correct
189967841,correct
189968391,correct
189969865,correct
189969473,correct
189970189,correct
189969719,correct
189971485,correct
189973159,correct
189973625,correct
189974398,correct
189974942,correct
189974904,correct
189975562,correct
189976722,correct
189977591,correct
189980243,correct
189979020,correct
189978643,correct
189982333,correct
189980887,correct
189983358,correct
189986220,correct
189974949,incorrect
189985563,correct
189985850,correct
189989861,incorrect
189991289,correct
189990498,correct
189992021,correct
189992743,correct
189991685,incorrect
189994545,correct
189995191,correct
189993134,incorrect
189995541,correct
189995866,correct
189996104,correct
189996428,correct
189996355,correct
189997248,correct
189998662,correct
189999054,correct
189999586,correct
189999968,correct
189993677,incorrect
190001901,correct
190001376,correct
190002236,correct
190003163,correct
190003360,correct
190003153,correct
190003331,correct
190004636,correct
190004972,correct
190004654,correct
190005175,correct
190005063,correct
190007029,correct
190007196,incorrect
190007256,correct
190007618,correct
190007571,correct
190008226,correct
190008250,correct
190007884,correct
190009088,correct
190007870,correct
190009272,correct
190009454,incorrect
190009381,correct
190009896,correct
190011201,correct
190011604,correct
190010618,correct
190013050,correct
190013949,correct
190014465,incorrect
190015175,correct
190014774,correct
190015532,correct
190015959,incorrect
190017339,incorrect
190018505,correct
190020000,correct
190020193,correct
190021189,correct
190020539,correct
190023341,correct
190023218,correct
190022998,incorrect
190023371,correct
190024491,correct
190025209,correct
190026114,correct
190025677,correct
190025934,correct
190027151,correct
190028345,correct
190029442,correct
190030083,correct
190030743,correct
190032432,correct
190031642,correct
190032940,correct
190036083,correct
190035652,correct
190035436,correct
190037553,correct
190041016,correct
190039897,correct
190040171,correct
190043406,correct
190043125,correct
190042045,correct
190045665,correct
190046316,correct
190046257,correct
190046719,correct
190046195,correct
190044131,incorrect
190047874,correct
190048923,correct
190050433,correct
190050969,correct
190050729,correct
190053321,correct
190053217,correct
190053677,correct
190054857,correct
190056653,correct
190057335,correct
190059059,correct
190059653,correct
190059388,incorrect
190060407,correct
190060240,correct
190061412,correct
190062397,correct
190062742,correct
190063922,correct
190064913,correct
190065135,correct
190066074,incorrect
190067411,correct
190067845,correct
190068337,correct
190069630,correct
190068614,incorrect
190070075,correct
190072895,correct
190075063,incorrect
190075048,correct
190076304,correct
190076396,correct
190080194,correct
190080854,correct
190080990,correct
190081217,correct
190083792,correct
190067331,incorrect
190084999,correct
190089531,correct
190090862,correct
190091894,correct
190092394,correct
190093488,correct
190095961,correct
190096595,correct
190097655,correct
190095835,correct
190098315,correct
190097505,correct
190100669,incorrect
190101398,correct
190102668,correct
190103216,correct
190104484,correct
190105582,correct
190105108,correct
190107365,correct
190106610,correct
190106675,correct
190108454,correct
190107742,correct
190108400,correct
190108793,correct
190109329,correct
190110198,correct
190111709,correct
190111337,correct
190112928,correct
190114867,incorrect
190111701,incorrect
190119935,correct
190120609,correct
190120706,correct
190123435,correct
190123282,correct
190123821,correct
190124129,correct
190124463,correct
190124454,correct
190124705,correct
190124822,correct
190124533,correct
190125882,correct
190128010,incorrect
190129847,correct
190131060,correct
190131164,incorrect
190131283,correct
190131652,correct
190131484,correct
190132314,correct
190133548,correct
190133617,correct
190140073,correct
190142507,correct
190143610,correct
190144729,correct
190143461,correct
190141961,incorrect
190144279,correct
190145862,correct
190145136,incorrect
190144719,incorrect
190146722,correct
190148614,correct
190147229,correct
190150448,correct
190152167,correct
190143982,incorrect
190153487,incorrect
190155556,correct
190156153,incorrect
190156271,correct
190158731,correct
190158191,incorrect
190159992,correct
190162286,correct
190163041,correct
190162730,correct
190164001,correct
190163609,correct
190163931,correct
190166094,correct
190165829,incorrect
190166147,correct
190166142,correct
190166535,correct
190167332,correct
190167541,correct
190168056,correct
190167761,correct
190168162,correct
190169466,correct
190173018,correct
190173251,correct
190173171,correct
190174651,correct
190175933,correct
190175561,correct
190177174,correct
190176497,correct
190178302,correct
190180267,correct
190180076,correct
190181089,correct
190183772,correct
190184600,correct
190184768,correct
190186231,correct
190187678,correct
190188401,correct
190188766,correct
190189374,correct
190190197,correct
190189161,correct
190189406,correct
190189803,correct
190191436,correct
190190151,incorrect
190192882,correct
190193012,correct
190195197,correct
190195338,correct
190195603,correct
190196355,incorrect
190198553,correct
190199586,correct
190199134,incorrect
190198534,correct
190200024,correct
190199588,incorrect
190200729,correct
190199954,correct
190201785,correct
190205318,correct
190205481,correct
190205739,correct
190205070,correct
190208027,correct
190207229,correct
190207045,correct
190211128,correct
190211042,correct
190212356,correct
190211163,incorrect
190211127,correct
190212220,incorrect
190212978,correct
190214378,correct
190214805,correct
190213877,correct
190215300,correct
190216066,correct
190215941,correct
190217044,correct
190218096,correct
190218355,correct
190219528,correct
190219300,correct
190218103,correct
190219816,correct
190216794,correct
190220877,correct
190220945,correct
190215992,incorrect
190214819,incorrect
190222595,correct
190223440,correct
190222676,correct
190224816,correct
190225434,correct
190226820,correct
190226256,correct
190227070,correct
190230813,correct
190231629,correct
190232710,correct
190229697,correct
190232962,correct
190233439,correct
190234279,correct
190236017,correct
190236908,correct
190238403,correct
190235975,correct
190238534,correct
190238948,correct
190242560,correct
190240764,correct
190243358,correct
190240294,correct
190244554,correct
190243365,incorrect
190242569,correct
190248270,correct
190248159,correct
190253690,incorrect
190253312,correct
190251604,correct
190256099,correct
190254702,correct
190256551,correct
190256005,correct
190259222,correct
190257325,correct
190257134,correct
190258689,correct
190261415,correct
190262428,correct
190262330,correct
190272409,correct
190270961,correct
190273727,correct
190273835,correct
190275962,incorrect
190279562,correct
190280303,correct
190277916,correct
190278813,incorrect
190281797,correct
190281516,correct
190283149,correct
190284297,correct
190283794,correct
190284927,correct
190284734,correct
190284995,incorrect
190284141,correct
190285346,incorrect
190285921,incorrect
190286692,correct
190287888,correct
190240827,correct
190288855,correct
190290353,correct
190290022,correct
190290950,correct
190292850,correct
190294402,correct
190293909,correct
190292867,incorrect
190295160,correct
190295031,incorrect
190295376,correct
190296425,correct
190296637,correct
190296648,correct
190294183,correct
190297973,correct
190298096,correct
190299216,correct
190298805,correct
190289312,correct
190299246,incorrect
190299749,correct
190301124,correct
190301666,correct
190301430,correct
190302876,correct
190303224,correct
190303238,incorrect
190304444,correct
190307348,correct
190307198,incorrect
190280724,incorrect
190312234,correct
190314264,incorrect
190315050,incorrect
190315565,correct
190317172,correct
190317686,correct
190317323,correct
190319189,correct
190323206,correct
190323609,correct
190323750,correct
190332687,correct
190332552,correct
190336427,correct
190336770,correct
190336346,correct
190340823,correct
190342895,correct
190343041,correct
190342608,correct
190344264,correct
190345688,correct
190346531,correct
190347940,correct
190345222,correct
190345897,correct
190350800,correct
190348473,correct
190347426,correct
190351773,incorrect
190353137,correct
190354012,correct
190351650,correct
190345649,incorrect
190354762,incorrect
190355843,correct
190233219,incorrect
190356566,correct
190357123,incorrect
190356522,correct
190355774,correct
190357289,incorrect
190357964,correct
190356975,correct
190357017,incorrect
190357494,incorrect
190360342,correct
190361612,correct
190361375,incorrect
190361570,incorrect
190362776,correct
190363725,correct
190363211,correct
190363504,correct
190364237,correct
190365246,correct
190365208,correct
190367070,correct
190368394,incorrect
190367842,correct
190368781,correct
190368918,correct
190369384,correct
190370712,incorrect
190371740,correct
190373526,correct
190375370,correct
190374926,correct
190373958,incorrect
190375871,correct
190377182,correct
190376080,incorrect
190375811,correct
190378277,correct
190379719,correct
190379333,correct
190381272,correct
190381208,correct
190381404,correct
190381389,incorrect
190382074,correct
190383005,correct
190383019,incorrect
190382120,correct
190383913,correct
190384357,incorrect
190383827,correct
190387929,incorrect
190388646,correct
190387837,incorrect
190390160,incorrect
190390470,correct
190388823,correct
190391541,correct
190390733,correct
190391124,incorrect
190391578,correct
190392777,correct
190392708,correct
190393048,correct
190395451,correct
190397277,correct
190398300,incorrect
190401146,incorrect
190399386,correct
190402104,correct
190402658,incorrect
190405485,correct
190406003,correct
190404242,correct
190406620,correct
190406688,correct
190407004,correct
190408873,correct
190408980,incorrect
190408905,incorrect
190411794,correct
190414341,correct
190416813,correct
190416629,correct
190419497,correct
190419861,correct
190419499,correct
190420970,correct
190421178,correct
190421928,incorrect
190421803,correct
190422241,correct
190422969,correct
190425632,incorrect
190425778,correct
190429209,incorrect
190427702,correct
190429063,incorrect
190431463,correct
190426786,incorrect
190431557,correct
190433844,correct
190436313,correct
190438351,correct
190440065,correct
190439600,incorrect
190436863,correct
190441448,correct
190444404,correct
190448547,correct
190446933,correct
190450627,correct
190450250,correct
190456464,correct
190459710,correct
190460649,correct
190462559,correct
190462963,correct
190469946,correct
190467928,correct
190465231,correct
190469006,correct
190470900,correct
190470731,correct
190472916,correct
190473147,correct
190477420,correct
190479343,correct
190481672,correct
190481950,correct
190485702,correct
190485680,correct
190485486,correct
190493385,correct
190493849,correct
190495833,correct
190494918,correct
190497888,correct
190497105,correct
190497428,correct
190496745,correct
190498542,correct
190495594,correct
190498351,correct
190499500,correct
190499870,correct
190499756,correct
190500203,correct
190501896,incorrect
190502136,correct
190502472,correct
190504192,correct
190433204,incorrect
190509009,correct
190508266,correct
190510226,correct
190511030,correct
190510988,correct
190513933,correct
190514494,correct
190516672,correct
190518393,correct
190518685,correct
190519002,correct
190519262,correct
190521702,correct
190523186,correct
190523731,incorrect
190524699,correct
190525288,correct
190525479,correct
190525436,correct
190525371,correct
190532015,correct
190533291,correct
190538942,correct
190541819,correct
190543588,correct
190543772,correct
190546851,correct
190550967,correct
190550786,incorrect
190554153,incorrect
190558645,correct
190557417,correct
190558177,correct
190565190,correct
190567674,correct
190571527,correct
190573434,correct
190573450,correct
190572648,correct
190574241,correct
190576771,correct
190577068,correct
190579834,correct
190579195,correct
190582108,correct
190581370,correct
190583008,correct
190583998,correct
190585047,correct
190585758,correct
190584973,incorrect
190587541,correct
190587941,correct
190588184,correct
190590302,correct
190591551,correct
190593169,correct
190593713,correct
190594282,correct
190595030,correct
190597033,correct
190596416,correct
190596607,incorrect
190600121,correct
190599814,correct
190600409,correct
190599942,correct
190602146,correct
190602110,correct
190602688,correct
190602946,correct
190603435,correct
190603389,correct
190603220,incorrect
190604809,correct
190606838,correct
190605862,correct
190607268,correct
190607178,correct
190610803,correct
190610558,correct
190610533,correct
190611616,correct
190614000,correct
190613461,correct
190613423,correct
190615056,correct
190616008,correct
190613609,correct
190616410,correct
190614721,correct
190616564,correct
190616421,correct
190618151,correct
190624383,incorrect
190624183,incorrect
190623609,correct
190625747,correct
190625693,correct
190627672,correct
190630270,incorrect
190629745,correct
190630861,correct
190633585,correct
190632321,correct
190641730,correct
190640923,correct
190651252,correct
190660251,correct
190666661,correct
190669691,correct
190687826,correct
190679701,correct
190714563,correct
190721787,correct
190720326,correct
190724780,correct
190732765,correct
190728070,correct
190735965,correct
190742466,correct
190755384,correct
190755410,correct
190757034,correct
190757593,correct
190756840,correct
190756949,correct
190758046,correct
190759936,correct
190762493,correct
190762950,correct
190763354,correct
190761267,correct
190763727,correct
190765782,correct
190764238,incorrect
190765955,correct
190766106,correct
190767216,incorrect
190768625,correct
190770228,correct
190770962,correct
190771382,correct
190771662,correct
190771427,correct
190771858,correct
190775702,correct
190777619,correct
190781310,correct
190781645,correct
190779315,correct
190786959,correct
190790193,correct
190785481,correct
190790289,incorrect
190792690,correct
190791793,correct
190782985,correct
190792315,correct
190793159,correct
190795319,correct
190793611,incorrect
190798234,correct
190796977,correct
190801889,correct
190796304,correct
190804715,correct
190798379,incorrect
190794065,correct
190810201,correct
190816838,correct
190819794,correct
190825194,correct
190823312,correct
190826298,correct
190828141,correct
190830196,correct
190832691,incorrect
190839679,correct
190847045,correct
190847469,correct
190847272,correct
190848252,correct
190850200,correct
190849228,correct
190852748,correct
190854502,correct
190855078,correct
190856821,correct
190858547,correct
190862140,correct
190860772,correct
190865062,correct
190863878,correct
190865763,correct
190870419,correct
190868224,correct
190871768,correct
190872569,incorrect
190872985,correct
190872932,correct
190873651,correct
190873756,correct
190875041,correct
190875584,correct
190876086,correct
190876365,correct
190876401,correct
190877302,correct
190877954,correct
190878713,correct
190877704,correct
190877779,incorrect
190881081,correct
190882762,correct
190884212,correct
190883942,correct
190884459,correct
190884833,correct
190885167,correct
190885688,correct
190886314,correct
190886000,correct
190887147,correct
190887194,correct
190888167,correct
190888599,correct
190890567,correct
190891995,correct
190892867,incorrect
190881636,correct
190895996,correct
190896895,correct
190898139,correct
190900428,correct
190900566,correct
190900967,correct
190902244,correct
190906217,correct
190908325,correct
190906258,correct
190907832,correct
190910787,incorrect
190912101,correct
190914047,correct
190912398,correct
190915138,correct
190918792,correct
190918094,correct
190923324,correct
190921285,correct
190922040,correct
190930144,correct
190932236,correct
190933473,correct
190933318,correct
190934036,correct
190932899,correct
190933411,correct
190933437,incorrect
190934377,correct
190932970,correct
190933949,correct
190934847,incorrect
190937171,correct
190937830,correct
190937518,correct
190937562,correct
190939036,correct
190936056,correct
190938994,incorrect
190942473,correct
190944491,correct
190944076,correct
190944700,correct
190944517,correct
190944920,correct
190945698,incorrect
190945881,correct
190946308,correct
190945647,correct
190945693,correct
190947293,correct
190948822,incorrect
190947363,correct
190948821,correct
190949443,incorrect
190950655,correct
190950455,correct
190951485,correct
190953290,correct
190947488,incorrect
190953898,correct
190953998,incorrect
190954283,correct
190956615,correct
190955257,correct
190956999,incorrect
190960714,correct
190960824,correct
190959970,correct
190961505,incorrect
190965878,correct
190966252,correct
190969560,correct
190970367,correct
190970377,correct
190960708,incorrect
190971176,correct
190972291,correct
190972733,incorrect
190974291,correct
190974493,correct
190973195,correct
190976655,incorrect
190976648,incorrect
190976832,correct
190977398,correct
190977696,correct
190977785,correct
190977732,correct
190977667,correct
190979998,correct
190979893,correct
190978919,correct
190978298,correct
190981392,correct
190982354,correct
190983590,correct
190982817,correct
190985222,correct
190987398,correct
190987433,correct
190987443,correct
190987637,correct
190987801,correct
190990266,correct
190988783,correct
190989453,correct
190991784,correct
190992762,correct
190993909,correct
190993558,incorrect
190994180,incorrect
190994547,incorrect
190995616,correct
190996095,correct
190997153,correct
190996190,correct
190996479,correct
190996502,correct
190996204,correct
190997274,correct
190998935,correct
190999290,incorrect
190999523,correct
190998077,correct
191001767,correct
191001985,correct
191001993,correct
191002709,correct
191002994,correct
191002307,correct
191004607,correct
191004783,correct
191004988,correct
191008491,correct
191008086,correct
191007967,correct
191010353,correct
191013080,correct
191013223,correct
191013081,correct
191014733,correct
191016027,correct
191016527,correct
191016676,correct
191021335,correct
191021109,incorrect
191022913,correct
191022939,incorrect
191024761,incorrect
191027134,correct
191023223,incorrect
191026113,incorrect
191028449,correct
191029135,correct
191027694,correct
191028433,correct
191032833,correct
191037635,correct
191038820,correct
191040364,correct
191044298,correct
191037673,incorrect
191044715,correct
191048562,correct
191048741,correct
191052670,correct
191051923,correct
191056975,correct
191057490,correct
191059757,correct
191058827,correct
191058816,correct
191063722,correct
191064411,correct
191062441,correct
191066593,correct
191066588,correct
191063775,correct
191067848,correct
191067600,correct
191068881,correct
191072107,correct
191073493,correct
191074838,correct
191062464,incorrect
191075868,correct
191076223,correct
191078215,correct
191072233,correct
191079748,correct
191079431,correct
191082100,correct
191082944,correct
191083732,correct
191084872,correct
191084520,correct
191079087,correct
191088246,correct
191088400,incorrect
191089000,correct
191090179,correct
191090473,correct
191091318,correct
191091467,correct
191092617,correct
191092668,correct
191093418,correct
191093204,correct
191092855,correct
191094239,correct
191095864,correct
191096221,correct
191096168,correct
191098402,incorrect
191098075,correct
191099021,correct
191100786,correct
191103999,correct
191105241,correct
191105992,correct
191108108,correct
191109276,correct
191109587,correct
191110281,correct
191111849,correct
191112330,correct
191112297,correct
191113633,correct
191115517,correct
191115688,correct
191115809,correct
191115678,correct
191115505,correct
191116615,correct
191117246,correct
191117303,correct
191118452,correct
191118852,correct
191119948,correct
191121847,correct
191122266,correct
191124149,correct
191056435,correct
191124827,correct
191125746,correct
191126189,correct
191125782,incorrect
191127057,correct
191127716,incorrect
191130616,correct
191131213,correct
191130876,correct
191132117,correct
191132671,correct
191133495,correct
191135173,incorrect
191136098,correct
191137045,correct
191137698,correct
191138688,correct
191139639,correct
191139239,correct
191138239,correct
191141199,correct
191141096,correct
191142530,correct
191142551,correct
191144273,correct
191144831,correct
191146154,correct
191146288,correct
191149455,correct
191149146,correct
191149337,correct
191151022,correct
191152221,correct
191153640,correct
191154928,correct
191156117,correct
191155619,correct
191157074,correct
191156780,correct
191159487,correct
191160198,correct
191160767,correct
191160644,correct
191159554,correct
191160847,correct
191160979,correct
191162158,correct
191162594,correct
191162228,incorrect
191163373,correct
191163470,correct
191165102,correct
191165272,correct
191165416,correct
191165618,correct
191167021,correct
191167989,incorrect
191168607,correct
191168649,correct
191170016,correct
191173243,correct
191173448,correct
191173157,correct
191175019,correct
191174586,correct
191175908,correct
191175923,correct
191177421,incorrect
191179020,correct
191178067,correct
191179851,incorrect
191181230,correct
191182340,correct
191183268,correct
191186872,correct
191187220,correct
191191990,correct
191193257,correct
191192943,correct
191193235,correct
191193920,correct
191195302,incorrect
191195552,correct
191195814,correct
191197955,correct
191198064,incorrect
191197260,correct
191199962,incorrect
191199893,correct
191200500,correct
191199643,correct
191201356,correct
191203792,correct
191205475,correct
191206671,correct
191207382,correct
191207559,correct
191208990,incorrect
191208587,correct
191208890,correct
191209545,correct
191210306,correct
191210446,correct
191210859,correct
191211057,correct
191212072,correct
191211780,correct
191212868,correct
191213165,correct
191214336,correct
191216456,correct
191218652,correct
191221324,correct
191231621,correct
191231358,correct
191232161,correct
191235128,correct
191238907,correct
191240903,incorrect
191243182,correct
191243390,correct
191244246,correct
191244536,correct
191245326,incorrect
191244794,correct
191245486,correct
191246241,correct
191246671,correct
191247422,correct
191248288,correct
191248569,correct
191248641,correct
191249182,correct
191249649,correct
191250165,correct
191251150,incorrect
191251256,correct
191251351,correct
191251971,correct
191252399,correct
191251961,correct
191251824,correct
191253045,correct
191252968,correct
191253890,correct
191253555,correct
191254232,correct
191255869,incorrect
191255614,correct
191256825,incorrect
191256601,correct
191258402,correct
191258602,correct
191259341,incorrect
191259124,correct
191259624,correct
191259779,incorrect
191260249,incorrect
191260195,correct
191260598,correct
191261412,incorrect
191261892,correct
191263471,incorrect
191263388,correct
191263965,correct
191264643,correct
191265399,correct
191266344,correct
191266110,correct
191265767,correct
